audit_row,legacy_location_path_id,legacy_path,legacy_level,disposition,resolves_after_change,candidate_paths,candidate_ids,finding,next_action,legacy_agencies,current_agency_paths,current_agency_addresses,geographic_source,census_check,census_alias_target,census_same_name_paths,census_current_paths_match,census_geoid_counties,agencies_outside_assigned_shape,agency_point_containing_paths
67,c37meosi2cxt2akvo2izqqhk,/tx/matagorda-county/el-maton/,place,missing-place,no,,,No El Maton canonical place. Tidehaven ISD Police resolves to Blessing; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgog020iewvgr3y1tspm: Tidehaven I.S.D. Police Dept.,cm7a0bgog020iewvgr3y1tspm: /tx/matagorda-county/blessing/,"cm7a0bgog020iewvgr3y1tspm: P. O. Box 129, El Maton, TX, 77440-0129",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4808668: Matagorda [48321],cm7a0bgog020iewvgr3y1tspm,"cm7a0bgog020iewvgr3y1tspm: /tx/, /tx/matagorda-county/"
68,ctt5kht9vk7kvzhn7hfrlk2v,/tx/mclennan-county/eddy/,place,expanded-name-candidate,no,/tx/mclennan-county/bruceville-eddy/,tdx80ophe3xrdolmm73mfyv1,Bruceville-Eddy Police resolves to Bruceville-Eddy. Determine whether Eddy means the former community or the consolidated city.,Confirm the legacy geographic identity and official name; then add an alias if they denote the same place.,cm7a0bgog01x1ewvgpb9i0xs2: Bruceville-Eddy Police Dept.,cm7a0bgog01x1ewvgpb9i0xs2: /tx/mclennan-county/bruceville-eddy/,"cm7a0bgog01x1ewvgpb9i0xs2: 143 Wilcox Dr, Eddy, TX, 76524-2587",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4810828: McLennan [48309], Falls [48145]",,"cm7a0bgog01x1ewvgpb9i0xs2: /tx/, /tx/mclennan-county/, /tx/mclennan-county/bruceville-eddy/"
69,cftyxgaqcu98uj84921y93e3,/tx/medina-county/la-coste/,place,alias-added,yes,/tx/medina-county/lacoste/,wedpgdhn9zapil5mkl072o1x,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgog0227ewvgcpg3zyuo: La Coste Police Dept.,cm7a0bgog0227ewvgcpg3zyuo: /tx/medina-county/lacoste/,"cm7a0bgog0227ewvgcpg3zyuo: Po Box 112, 16004 S. Front Street, La Coste, TX, 78039",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4840108: Medina [48325],,"cm7a0bgog0227ewvgcpg3zyuo: /tx/, /tx/medina-county/, /tx/medina-county/lacoste/"
70,cvdd6yendnfj9rysptq694mq,/tx/montgomery-county/new-caney/,place,missing-place,no,,,No New Caney canonical place. The three linked agencies resolve to Woodbranch; a mailing community and an incorporated city must not be equated from those assignments.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoh025pewvgnszlr3hy: Montgomery Co. Const. Pct. 4 | cm7a0bgoh026sewvgyryep8vh: Woodbranch Police Dept. | cm7a0bgoh027dewvgprkhzl5r: New Caney I.S.D. Police Dept.,cm7a0bgoh025pewvgnszlr3hy: /tx/montgomery-county/woodbranch/ | cm7a0bgoh026sewvgyryep8vh: /tx/montgomery-county/woodbranch/ | cm7a0bgoh027dewvgprkhzl5r: /tx/montgomery-county/woodbranch/,"cm7a0bgoh025pewvgnszlr3hy: 21130 US Highway 59 Ste C, New Caney, TX, 77357-8290 | cm7a0bgoh026sewvgyryep8vh: 58a Woodbranch Drive, New Caney, TX, 77357 | cm7a0bgoh027dewvgprkhzl5r: W. 20387 FM 1485, New Caney, TX, 77357",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4880044: Montgomery [48339],cm7a0bgoh025pewvgnszlr3hy | cm7a0bgoh027dewvgprkhzl5r,"cm7a0bgoh025pewvgnszlr3hy: /tx/, /tx/montgomery-county/ | cm7a0bgoh026sewvgyryep8vh: /tx/, /tx/montgomery-county/, /tx/montgomery-county/woodbranch/ | cm7a0bgoh027dewvgprkhzl5r: /tx/, /tx/montgomery-county/"
71,c6hf3stz034z6y7zpousub0r,/tx/montgomery-county/panorama/,place,expanded-name-candidate,no,/tx/montgomery-county/panorama-village/,zscob3uotdaeftny6c2p5xil,Panorama Village Police resolves to Panorama Village. This is a strong expanded-name candidate.,Confirm the legacy geographic identity and official name; then add an alias if they denote the same place.,cm7a0bgoh026gewvgqyddt1ci: Panorama Village Police Dept.,cm7a0bgoh026gewvgqyddt1ci: /tx/montgomery-county/panorama-village/,"cm7a0bgoh026gewvgqyddt1ci: 98 Hiwon Dr, Panorama, TX, 77304",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4855008: Montgomery [48339],,"cm7a0bgoh026gewvgqyddt1ci: /tx/, /tx/montgomery-county/, /tx/montgomery-county/panorama-village/"
72,cdzf17qhp3a2tkeixrbrdw8s,/tx/nacogdoches-county/douglass/,place,missing-place,no,,,No Douglass canonical place. Douglass ISD Police resolves to Cushing; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoi02alewvgzbr3t6bv: Douglass ISD Police Department,cm7a0bgoi02alewvgzbr3t6bv: /tx/nacogdoches-county/cushing/,"cm7a0bgoi02alewvgzbr3t6bv: 20712 S. FM 225, Douglass, TX, 75943",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4818224: Nacogdoches [48347],cm7a0bgoi02alewvgzbr3t6bv,"cm7a0bgoi02alewvgzbr3t6bv: /tx/, /tx/nacogdoches-county/"
73,ca6g6b78wb5y8kkmch0ldfed,/tx/nacogdoches-county/woden/,place,missing-place,no,,,No Woden canonical place. Woden ISD Police resolves to Nacogdoches; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoi02a9ewvgkbro2fze: Woden I.S.D. Police Dept.,cm7a0bgoi02a9ewvgkbro2fze: /tx/nacogdoches-county/nacogdoches/,"cm7a0bgoi02a9ewvgkbro2fze: P.O. Box 100, Woden, TX, 75978",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4850256: Nacogdoches [48347],cm7a0bgoi02a9ewvgkbro2fze,"cm7a0bgoi02a9ewvgkbro2fze: /tx/, /tx/nacogdoches-county/"
74,czj80r2uh3p3khbc1vl8qoyr,/tx/parker-county/azle/,place,alias-already-present,yes,/tx/tarrant-county/azle/,c2uirq08vky32y4htx8ildlo,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgoj02jcewvgczqsgrbh: Reno Police Dept. (367204) - 367204 | cm7a0bgon036mewvg9rlhers8: Azle Police Department,cm7a0bgoj02jcewvgczqsgrbh: /tx/parker-county/reno/ | cm7a0bgon036mewvg9rlhers8: /tx/tarrant-county/azle/,"cm7a0bgoj02jcewvgczqsgrbh: 195 W Reno Rd, Azle, TX, 76020-6001 | cm7a0bgon036mewvg9rlhers8: 505 W Main St # 2, Azle, TX, 76020-2907",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/tarrant-county/azle/,/tx/tarrant-county/azle/,yes,"4805168: Tarrant [48439], Parker [48367] | 4861604: Parker [48367], Tarrant [48439]",,"cm7a0bgoj02jcewvgczqsgrbh: /tx/, /tx/parker-county/, /tx/parker-county/reno/ | cm7a0bgon036mewvg9rlhers8: /tx/, /tx/parker-county/, /tx/tarrant-county/azle/"
75,ciwkxsqgqbkdjapkt9rho251,/tx/pecos-county/ft-stockton/,place,alias-added,yes,/tx/pecos-county/fort-stockton/,ca5j1zhzis2bln21rz311s1x,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm76wpxb601ctvrvg1quqkpgb: 112TH Judicial Dist.  ATTY.'s Office,cm76wpxb601ctvrvg1quqkpgb: /tx/pecos-county/fort-stockton/,"cm76wpxb601ctvrvg1quqkpgb: 400 S. Nelson, Ft. Stockton, TX, 79735",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4826808: Pecos [48371],,"cm76wpxb601ctvrvg1quqkpgb: /tx/, /tx/pecos-county/, /tx/pecos-county/fort-stockton/"
76,cl1w33eaqrdzz7xwe3vtvjle,/tx/polk-county/moscow/,place,missing-place,no,,,No Moscow canonical place. The linked constable resolves to Seven Oaks; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoj02kxewvgslkxkei1: Polk Co. Const. Pct. 3,cm7a0bgoj02kxewvgslkxkei1: /tx/polk-county/seven-oaks/,"cm7a0bgoj02kxewvgslkxkei1: RT 1 Box 12, Moscow, TX, 75960",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4866884: Polk [48373],cm7a0bgoj02kxewvgslkxkei1,"cm7a0bgoj02kxewvgslkxkei1: /tx/, /tx/polk-county/"
77,cnw7546swmf5fcpf8fb5bltv,/tx/randall-county/amarillo/,place,alias-already-present,yes,/tx/potter-county/amarillo/,c4cnpcidam76hypdxtbmn7tq,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgok02o8ewvg851xlmcu: Randall County Juvenile Probation | cm7a0bgok02obewvgoqhv2bri: Randall County Sheriff's Office | cm7a0bgok02ohewvglvazrl61: Randall Co. Const. Pct. 4 | cm7a0bgok02ovewvgbgy1xfjs: Lake Tanglewood Police Department | cm7a0bgok02oyewvg745viklu: Village of Timbercreek Canyon Police Department,cm7a0bgok02o8ewvg851xlmcu: /tx/potter-county/amarillo/ | cm7a0bgok02obewvgoqhv2bri: /tx/potter-county/amarillo/ | cm7a0bgok02ohewvglvazrl61: /tx/potter-county/amarillo/ | cm7a0bgok02ovewvgbgy1xfjs: /tx/potter-county/amarillo/ | cm7a0bgok02oyewvg745viklu: /tx/randall-county/timbercreek-canyon/,"cm7a0bgok02o8ewvg851xlmcu: 9300 South Georgia, Amarillo, TX, 79118 | cm7a0bgok02obewvgoqhv2bri: 9100 S Georgia St, Amarillo, TX, 79118-5073 | cm7a0bgok02ohewvglvazrl61: 4320 S. Western St., Ste 108, Amarillo, TX, 79110 | cm7a0bgok02ovewvgbgy1xfjs: 1000 Tanglewood Dr, Amarillo, TX, 79118-8024 | cm7a0bgok02oyewvg745viklu: 101 N Timbercreek Dr, Amarillo, TX, 79118-3707",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/potter-county/amarillo/,/tx/potter-county/amarillo/,yes,"4803000: Potter [48375], Randall [48381] | 4873030: Randall [48381]",cm7a0bgok02o8ewvg851xlmcu | cm7a0bgok02obewvgoqhv2bri,"cm7a0bgok02o8ewvg851xlmcu: /tx/, /tx/randall-county/ | cm7a0bgok02obewvgoqhv2bri: /tx/, /tx/randall-county/ | cm7a0bgok02ohewvglvazrl61: /tx/, /tx/potter-county/amarillo/, /tx/randall-county/ | cm7a0bgok02ovewvgbgy1xfjs: /tx/, /tx/potter-county/, /tx/potter-county/amarillo/ | cm7a0bgok02oyewvg745viklu: /tx/, /tx/randall-county/, /tx/randall-county/timbercreek-canyon/"
78,c4yalig4zvk20tegd7328jyp,/tx/red-river-county/kaufman/,place,county-or-mailing-conflict,no,/tx/kaufman-county/kaufman/,ceigclryq078c5zejctti91k,Kaufman County Constable Pct. 4 resolves to Kaufman in Kaufman County. The old Red River County parent conflicts with both names.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgoc01d6ewvgokaoinyv: Kaufman Co. Const. Pct. 4,cm7a0bgoc01d6ewvgokaoinyv: /tx/kaufman-county/kaufman/,"cm7a0bgoc01d6ewvgokaoinyv: 1906 E Hwy 175, Kaufman, TX, 75412",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/kaufman-county/kaufman/,yes,4838488: Kaufman [48257],,"cm7a0bgoc01d6ewvgokaoinyv: /tx/, /tx/kaufman-county/, /tx/kaufman-county/kaufman/"
79,chns0sc1xkv2ovlqvj4iygaf,/tx/reeves-county/pecos/,place,expanded-name-candidate,no,/tx/reeves-county/town-of-pecos/,vevurvqilf6o2u7bo2znq63d,All nine linked Pecos/Reeves agencies resolve to Town of Pecos. This is a strong official-name candidate.,Confirm the legacy geographic identity and official name; then add an alias if they denote the same place.,cm7a0bgok02q2ewvgri83ksuk: Reeves Co. Sheriff's Office | cm7a0bgok02q5ewvg820apnxk: Reeves Co. Const. Pct. 1 | cm7a0bgok02q7ewvgwcenrqtl: Reeves Co. Const. Pct. 2 | cm7a0bgok02q9ewvgnu8dw57j: Reeves Co. Const. Pct. 3 | cm7a0bgok02qbewvgj7wcuon0: Reeves Co. Const. Pct. 4 | cm7a0bgok02qdewvguljrtvhu: Pecos Police Dept. | cm7a0bgok02qgewvgxbmkwbwy: Pecos Municipal Criminal Justice Center | cm7a0bgok02qjewvgzsvmkdke: Pecos-Barstow-Toyah ISD Police Department | cm7a0bgoq03rjewvg1uzf8o96: 143RD Judicial Dist. ATTY.'s Office,cm7a0bgok02q2ewvgri83ksuk: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q5ewvg820apnxk: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q7ewvgwcenrqtl: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q9ewvgnu8dw57j: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qbewvgj7wcuon0: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qdewvguljrtvhu: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qgewvgxbmkwbwy: /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qjewvgzsvmkdke: /tx/reeves-county/town-of-pecos/ | cm7a0bgoq03rjewvg1uzf8o96: /tx/reeves-county/town-of-pecos/,"cm7a0bgok02q2ewvgri83ksuk: Po Box 910, Attn: Ernesto E. Lazcano, Pecos, TX, 79772-0910 | cm7a0bgok02q5ewvg820apnxk: 701 S Hackberry, 1714 Schmidt Drive, Pecos, TX, 79772 | cm7a0bgok02q7ewvgwcenrqtl: 1212 S. Park, Pecos, TX, 79772 | cm7a0bgok02q9ewvgnu8dw57j: 802 W. Daggett, Pecos, TX, 79772 | cm7a0bgok02qbewvgj7wcuon0: 1714 Schmidt Drive, Pecos, TX, 79772 | cm7a0bgok02qdewvguljrtvhu: P.O. Box 1761, 172 Raul Florez Blvd, Pecos, TX, 79772 | cm7a0bgok02qgewvgxbmkwbwy: 172 Raul Florez Blvd., Pecos, TX, 79772 | cm7a0bgok02qjewvgzsvmkdke: 1306 S. Park Street, Pecos, TX, 79772 | cm7a0bgoq03rjewvg1uzf8o96: 301 South Oak St. Ste C, Pecos, TX, 79772",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4873493: Reeves [48389],,"cm7a0bgok02q2ewvgri83ksuk: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q5ewvg820apnxk: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q7ewvgwcenrqtl: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02q9ewvgnu8dw57j: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qbewvgj7wcuon0: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qdewvguljrtvhu: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qgewvgxbmkwbwy: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgok02qjewvgzsvmkdke: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/ | cm7a0bgoq03rjewvg1uzf8o96: /tx/, /tx/reeves-county/, /tx/reeves-county/town-of-pecos/"
80,c9r02vlxc9kh1jpkxiwj6ykq,/tx/runnels-county/mason/,place,county-or-mailing-conflict,no,/tx/mason-county/mason/,c3tqbjj0uqeo3fn31514xvjf,The linked 452nd District Attorney resolves to Mason in Mason County. The old Runnels County parent conflicts with that city.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgog01zmewvga7n4s61o: 452nd District Attorney's Office,cm7a0bgog01zmewvga7n4s61o: /tx/mason-county/mason/,"cm7a0bgog01zmewvga7n4s61o: 1024 Mckinney Ave. ( D.A. Main Office), 111 Austin ( Invest. Main Off.), Mason, TX, 76865",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/mason-county/mason/,yes,4846968: Mason [48319],,"cm7a0bgog01zmewvga7n4s61o: /tx/, /tx/mason-county/, /tx/mason-county/mason/"
81,c8cxzyxgbi49e73p9auih5r2,/tx/san-jacinto-county/cleveland/,place,alias-already-present,yes,/tx/liberty-county/cleveland/,ce2ob48npu1zv2f57q5iprrs,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgol02w8ewvgsa2s8313: San Jacinto Co. Const. Pct. 3,cm7a0bgol02w8ewvgsa2s8313: /tx/liberty-county/cleveland/,"cm7a0bgol02w8ewvgsa2s8313: 29 Lilley Yeager Loop N., Cleveland, TX, 77328",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/liberty-county/cleveland/,/tx/liberty-county/cleveland/,yes,"4815436: Liberty [48291], Montgomery [48339], San Jacinto [48407]",cm7a0bgol02w8ewvgsa2s8313,"cm7a0bgol02w8ewvgsa2s8313: /tx/, /tx/san-jacinto-county/"
82,cbjdnhjl9cf3ggogf9etgdkb,/tx/san-jacinto-county/pointblank/,place,alias-added,yes,/tx/san-jacinto-county/point-blank/,bj647t1f5st7g106ijk21o83,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgol02wbewvgrsshglqm: San Jacinto Co. Const. Pct. 4,cm7a0bgol02wbewvgrsshglqm: /tx/san-jacinto-county/point-blank/,"cm7a0bgol02wbewvgrsshglqm: 227 Boat Launch Rd, Pointblank, TX, 77364-7474",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4858556: San Jacinto [48407],,"cm7a0bgol02wbewvgrsshglqm: /tx/, /tx/san-jacinto-county/, /tx/san-jacinto-county/point-blank/"
83,c9talcn56knj8yy31kc53yp4,/tx/san-patricio-county/aransas-pass/,place,alias-already-present,yes,/tx/nueces-county/aransas-pass/,klx7yemmhe8kh2voeprm7pvn,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgol02x6ewvgp48gmwch: San Patricio Co. Const. Pct. 6 | cm7a0bgol02xgewvgtfja79dl: Aransas Pass Police Department,cm7a0bgol02x6ewvgp48gmwch: /tx/nueces-county/aransas-pass/ | cm7a0bgol02xgewvgtfja79dl: /tx/nueces-county/aransas-pass/,"cm7a0bgol02x6ewvgp48gmwch: 225 W. Wheeler #a, Aransas Pass, TX, 78336 | cm7a0bgol02xgewvgtfja79dl: 600 W Cleveland Blvd, Aransas Pass, TX, 78336-3638",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/nueces-county/aransas-pass/,/tx/nueces-county/aransas-pass/,yes,"4803600: Nueces [48355], Aransas [48007], San Patricio [48409]",,"cm7a0bgol02x6ewvgp48gmwch: /tx/, /tx/nueces-county/aransas-pass/, /tx/san-patricio-county/ | cm7a0bgol02xgewvgtfja79dl: /tx/, /tx/nueces-county/aransas-pass/, /tx/san-patricio-county/"
84,cgmz38x6dijkhm5hm4xhsfeh,/tx/titus-county/mt-pleasant/,place,alias-added,yes,/tx/titus-county/mount-pleasant/,cmsfn65q0d2174exbbk96c86,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgoo03cyewvg4cgoftxi: Titus Co. Const. Pct. 1 | cm7a0bgoo03d1ewvgep9kh2i0: Titus Co. Const. Pct. 2 | cm7a0bgoo03d4ewvghvhy2jhw: Titus Co. ATTY.'s Office | cm7a0bgoo03daewvgnre5hhsx: Titus Co. Fresh Water Supp. Police Dept.,cm7a0bgoo03cyewvg4cgoftxi: /tx/titus-county/mount-pleasant/ | cm7a0bgoo03d1ewvgep9kh2i0: /tx/titus-county/mount-pleasant/ | cm7a0bgoo03d4ewvghvhy2jhw: /tx/titus-county/mount-pleasant/ | cm7a0bgoo03daewvgnre5hhsx: /tx/titus-county/mount-pleasant/,"cm7a0bgoo03cyewvg4cgoftxi: 100 S. Madison, Mt. Pleasant, TX, 75455 | cm7a0bgoo03d1ewvgep9kh2i0: 100 S Madison, Mt. Pleasant, TX, 75455 | cm7a0bgoo03d4ewvghvhy2jhw: 100 West First, Room 102, Mt. Pleasant, TX, 75455 | cm7a0bgoo03daewvgnre5hhsx: P.O. Box 650, Mt. Pleasant, TX, 75456-0650",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4849800: Titus [48449],,"cm7a0bgoo03cyewvg4cgoftxi: /tx/, /tx/titus-county/, /tx/titus-county/mount-pleasant/ | cm7a0bgoo03d1ewvgep9kh2i0: /tx/, /tx/titus-county/, /tx/titus-county/mount-pleasant/ | cm7a0bgoo03d4ewvghvhy2jhw: /tx/, /tx/titus-county/, /tx/titus-county/mount-pleasant/ | cm7a0bgoo03daewvgnre5hhsx: /tx/, /tx/titus-county/, /tx/titus-county/mount-pleasant/"
85,ckmyiftnrljc86qd73ounpf8,/tx/travis-county/buda/,place,county-or-mailing-conflict,no,/tx/hays-county/buda/,c1l087z4ip685mtmmcu44t0q,Hays County Constable Pct. 5 resolves to Buda in Hays County. The old Travis County hierarchy requires address and boundary confirmation.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgo800n8ewvgppt1kslt: Hays Co. Const. Pct. 5,cm7a0bgo800n8ewvgppt1kslt: /tx/hays-county/buda/,"cm7a0bgo800n8ewvgppt1kslt: Po Box 236, Buda, TX, 78610-0236",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/hays-county/buda/,yes,4811080: Hays [48209],,"cm7a0bgo800n8ewvgppt1kslt: /tx/, /tx/hays-county/, /tx/hays-county/buda/"
86,cphk29lo3a68o784i1zmh814,/tx/travis-county/del-valle/,place,missing-place,no,,,No Del Valle canonical place. Del Valle ISD Police resolves to Austin; the mailing community and the whole city are not established equivalents.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgop03itewvgnv2ydynb: Del Valle ISD Police Department,cm7a0bgop03itewvgnv2ydynb: /tx/travis-county/austin/,"cm7a0bgop03itewvgnv2ydynb: 5201 Ross Rd, Del Valle, TX, 78617-3202",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4805000: Travis [48453], Williamson [48491], Hays [48209], Bastrop [48021]",cm7a0bgop03itewvgnv2ydynb,"cm7a0bgop03itewvgnv2ydynb: /tx/, /tx/travis-county/"
87,c21a6lh1qrc2cr6l5hmkqqtj,/tx/trinity-county/apple-springs/,place,missing-place,no,,,No Apple Springs canonical place. The linked constable resolves to Hudson in Angelina County; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgop03jbewvguoqaf5bi: Trinity Co. Const. Pct. 4,cm7a0bgop03jbewvguoqaf5bi: /tx/angelina-county/hudson/,"cm7a0bgop03jbewvguoqaf5bi: P O Box 81, Apple Springs, TX, 75926",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4835228: Angelina [48005],cm7a0bgop03jbewvguoqaf5bi,"cm7a0bgop03jbewvguoqaf5bi: /tx/, /tx/trinity-county/"
88,cpxlqjyptiw8bsvo2jmvgzmg,/tx/upshur-county/gladewater/,place,alias-already-present,yes,/tx/gregg-county/gladewater/,ckq81b15kv4iiugy1slub0um,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgop03kjewvgp01oijjn: Upshur Co. Const. Pct. 3,cm7a0bgop03kjewvgp01oijjn: /tx/gregg-county/gladewater/,"cm7a0bgop03kjewvgp01oijjn: 2498 West Upshur Avenue, Gladewater, TX, 75647",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/gregg-county/gladewater/,/tx/gregg-county/gladewater/,yes,"4829660: Gregg [48183], Upshur [48459]",,"cm7a0bgop03kjewvgp01oijjn: /tx/, /tx/gregg-county/gladewater/, /tx/upshur-county/"
89,c8afg1ibx72too0y6uk2kzcx,/tx/uvalde-county/concan/,place,missing-place,no,,,No Concan canonical place. The linked constable resolves to Leakey in Real County; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgop03loewvg93d8mirz: Uvalde Co. Const. Pct. 3,cm7a0bgop03loewvg93d8mirz: /tx/real-county/leakey/,"cm7a0bgop03loewvg93d8mirz: P O Box 96, Concan, TX, 78838",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4842004: Real [48385],cm7a0bgop03loewvg93d8mirz,"cm7a0bgop03loewvg93d8mirz: /tx/, /tx/uvalde-county/"
90,caf0sh8txro8m4559x2d5vj4,/tx/van-zandt-county/mabank/,place,alias-already-present,yes,/tx/kaufman-county/mabank/,cxrbaxdpfkq0od3uyxs3vac1,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgo900pnewvgxtm0g17y: Enchanted Oaks Police Dept.,cm7a0bgo900pnewvgxtm0g17y: /tx/kaufman-county/mabank/,"cm7a0bgo900pnewvgxtm0g17y: P. O. Box 5019, Mabank, TX, 75147",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/kaufman-county/mabank/,/tx/kaufman-county/mabank/,yes,"4845324: Kaufman [48257], Henderson [48213], Van Zandt [48467]",,"cm7a0bgo900pnewvgxtm0g17y: /tx/, /tx/kaufman-county/, /tx/kaufman-county/mabank/"
91,cvupcmznwqe1erqkgsq0zwfz,/tx/zavala-county/lapryor/,place,alias-added,yes,/tx/zavala-county/la-pryor/,pd8aa3mfb8fwynel6fw9yyqc,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgot0468ewvginnn0mqy: Zavala Co. Const. Pct. 4,cm7a0bgot0468ewvginnn0mqy: /tx/zavala-county/la-pryor/,"cm7a0bgot0468ewvginnn0mqy: Po Box 215, 121 US Hwy 57, La Pryor, TX, 78872",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4841452: Zavala [48507],cm7a0bgot0468ewvginnn0mqy,"cm7a0bgot0468ewvginnn0mqy: /tx/, /tx/zavala-county/"
92,cjaes17wi1p281txosr2xapd,/ct/hartford-county/,administrative_area,historical-administrative-area,no,,,Hartford County is an old county geography. Connecticut replaced eight county equivalents with nine planning regions; no one-to-one equivalent is established.,Keep historical county identity separate from current planning regions; do not alias the county wholesale to one region.,,,,https://www.census.gov/programs-surveys/acs/technical-documentation/user-notes/2023-01.html,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,,,
